Timestamp,B0S0X,B0S0Y,B0S0Z,B0S1X,B0S1Y,B0S1Z,B0S2X,B0S2Y,B0S2Z,B0S3X,B0S3Y,B0S3Z,B0S4X,B0S4Y,B0S4Z,B1S0X,B1S0Y,B1S0Z,B1S1X,B1S1Y,B1S1Z,B1S2X,B1S2Y,B1S2Z,B1S3X,B1S3Y,B1S3Z,B1S4X,B1S4Y,B1S4Z,B2S0X,B2S0Y,B2S0Z,B2S1X,B2S1Y,B2S1Z,B2S2X,B2S2Y,B2S2Z,B2S3X,B2S3Y,B2S3Z,B2S4X,B2S4Y,B2S4Z,B3S0X,B3S0Y,B3S0Z,B3S1X,B3S1Y,B3S1Z,B3S2X,B3S2Y,B3S2Z,B3S3X,B3S3Y,B3S3Z,B3S4X,B3S4Y,B3S4Z,B4S0X,B4S0Y,B4S0Z,B4S1X,B4S1Y,B4S1Z,B4S2X,B4S2Y,B4S2Z,B4S3X,B4S3Y,B4S3Z,B4S4X,B4S4Y,B4S4Z,B5S0X,B5S0Y,B5S0Z,B5S1X,B5S1Y,B5S1Z,B5S2X,B5S2Y,B5S2Z,B5S3X,B5S3Y,B5S3Z,B5S4X,B5S4Y,B5S4Z,B6S0X,B6S0Y,B6S0Z,B6S1X,B6S1Y,B6S1Z,B6S2X,B6S2Y,B6S2Z,B6S3X,B6S3Y,B6S3Z,B6S4X,B6S4Y,B6S4Z,B7S0X,B7S0Y,B7S0Z,B7S1X,B7S1Y,B7S1Z,B7S2X,B7S2Y,B7S2Z,B7S3X,B7S3Y,B7S3Z,B7S4X,B7S4Y,B7S4Z
15:17:03.412131,,,,,,,,,,,,,,,,,,-147.62,2833.95,-3936.75,-1434.82,2979.3,-716.85,1142.72,-3655.8,532.95,5799.29,-2413.05,654.3,-731.57,1451.85,-117.45,412.85,-243.45,-56.25,169.88,-613.05,756.15,687.04,-4031.1,-21.3,-4931.96,438.15,-771.0,43.08,-4289.1,-2473.5,-6893.37,,,,,,,,,,,,,223.35,-30.6,195.05,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:03.435421,-1357.2,15.6,-1747.72,57.0,-8.25,-531.43,244.05,-795.3,-1344.31,2008.95,3964.65,-4688.27,-576.0,217.2,-1046.41,2175.75,-478.8,-142.54,2833.35,-3935.7,-1443.53,2977.5,-715.65,1130.87,-3657.9,529.35,5813.08,-2413.65,655.8,-730.84,1458.0,-124.2,413.09,-240.9,-51.45,179.32,-612.6,753.0,673.0,-4029.3,-8.1,-4934.38,432.3,-773.55,35.57,-4316.1,-2469.0,-6936.2,,,,,,,,,,,,,224.4,-35.7,188.28,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:03.706305,-1352.7,18.9,-1750.87,53.4,-6.75,-543.77,243.0,-796.5,-1342.62,2017.65,3967.65,-4679.55,-567.0,216.45,-1042.05,2176.65,-479.85,-144.47,2829.9,-3937.95,-1437.48,2981.85,-717.6,1136.67,-3663.0,532.35,5804.13,-2406.6,655.8,-724.79,1451.55,-125.85,421.56,-239.1,-49.5,172.55,-612.9,753.75,679.78,-4034.85,-15.0,-4931.23,434.7,-775.5,39.69,-4307.7,-2474.55,-6923.14,,,,,,,,,,,,,228.45,-40.2,188.03,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:03.973627,-1358.85,17.7,-1750.63,56.85,-8.85,-5.0,,,,2012.25,3961.95,-4689.23,-569.85,217.65,-1038.42,2180.25,-478.5,-136.73,2832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:04.230244,-1354.65,18.15,-1747.97,57.45,-9.75,-546.68,247.35,-793.95,-1340.92,2011.8,3958.95,-4691.41,-567.9,217.8,-1050.04,2168.7,-475.5,-138.42,2836.65,-3943.5,-1439.9,2976.6,-719.1,1136.92,-3662.55,529.8,5804.85,-2416.65,656.4,-732.05,1458.75,-121.5,405.11,-243.0,-54.75,177.14,-612.45,750.3,681.96,-4031.7,-14.85,-4930.99,435.9,-779.55,39.69,-4311.9,-2473.5,-6928.46,,,,,,,,,,,,,219.0,-37.5,202.8,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:04.482838,-1354.65,12.0,-1752.32,58.8,-7.35,-540.39,240.75,-793.35,-1341.41,2012.7,3974.25,-4690.69,-571.35,224.1,-1054.64,2179.2,-476.7,-145.44,2834.1,-3939.45,-1431.19,2973.9,-715.95,1139.34,-3655.8,531.45,5804.13,-2411.85,657.9,-727.69,1450.8,-116.1,415.76,-246.3,-53.55,182.47,-612.45,751.95,684.38,-4030.05,-8.55,-4932.2,437.55,-777.0,39.93,-4320.75,-2475.75,-6940.32,,,,,,,,,,,,,224.1,-34.95,193.84,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:04.734155,-1359.6,12.0,-1752.81,53.55,-10.8,-544.74,253.5,-796.5,-1344.07,2008.95,3976.2,-4686.81,-575.7,224.1,-1048.59,2164.5,-476.55,-142.3,2829.3,-3934.8,-1438.93,2976.15,-721.65,1149.98,-3654.75,534.45,5836.07,-2415.15,652.8,-715.59,1455.3,-119.25,422.29,-240.0,-53.4,175.45,-615.45,747.15,681.71,-4024.65,-14.85,-4936.32,440.25,-773.1,42.35,-4320.45,-2464.95,-6951.69,,,,,,,,,,,,,222.3,-35.7,189.73,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.85,0.0
15:17:04.980596,-1359.75,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,-726.97,1455.3,-119.7,416.97,-244.95,-49.95,180.05,-611.4,761.4,684.13,-4027.35,-15.75,-4940.67,436.8,-772.35,41.38,-4327.05,-2474.1,-6952.42,,,,,,,,,,,,,226.2,-34.2,194.33,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:05.232041,-1356.75,17.25,-1751.84,57.15,-6.9,-543.53,242.4,-793.8,-1344.31,2009.85,3976.5,-4687.06,-574.8,213.6,-1051.25,2170.5,-475.8,-141.81,2830.65,-3933.3,-1437.0,2975.55,-717.0,1143.69,-3652.2,531.9,5813.81,-2412.15,653.1,-732.78,1452.15,-123.3,418.66,-245.1,-46.95,175.45,-617.85,756.6,684.86,-4027.05,-12.15,-4940.43,443.55,-772.5,33.4,-4311.6,-2468.7,-6937.17,,,,,,,,,,,,,221.55,-33.45,197.71,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:17:05.483317,-1350.75,15.75,-1745.55,54.15,-7.35,-545.71,253.5,-793.8,-1345.76,2010.0,3968.7,-4695.53,-573.9,219.3,-1042.54,2175.9,-481.95,-142.78,2841.3,-3933.75,-1432.4,2980.95,-716.85,1137.4,-3661.2,531.9,5825.18,-2415.0,654.45,-725.27,1448.55,-117.6,422.29,-238.35,-56.7,183.92,-616.05,749.1,677.12,-4035.9,-11.7,-4936.8,438.3,-774.45,40.41,-4312.8,-2468.85,-6938.14,,,,,,,,,,,,,223.05,-29.1,194.57,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
